source,target,condition,significance,log2fc,level,n_cells_condition,n_cells_control,cell_line
ATP5F1B,UTP25,ATP5F1B+ctrl,0.4659063390174472,0.3975277,No,108,11485,K562
PSMA4,AKTIP,PSMA4+ctrl,0.0131850541675493,1.087378,Yes,94,11485,K562
PSMA4,SOS2,PSMA4+ctrl,0.0213293031783711,0.7437668,Yes,94,11485,K562
PSMA4,LARP4,PSMA4+ctrl,0.0019316026798,0.5546849,Yes,94,11485,K562
PSMA4,ZC3H8,PSMA4+ctrl,0.5383266383910794,0.4054656,No,94,11485,K562
PSMA4,USP5,PSMA4+ctrl,0.0110109032164875,0.39812005,No,94,11485,K562
PSMA4,DGKA,PSMA4+ctrl,0.1257814760383022,0.6334512,No,94,11485,K562
MRPL41,CENPQ,MRPL41+ctrl,0.0225737191654153,0.55961466,Yes,218,11485,K562
MRPL41,CA9,MRPL41+ctrl,0.014991359589131,0.5903851,Yes,218,11485,K562
MRPL41,CEBPG,MRPL41+ctrl,0.0127962208839652,0.5957513,Yes,218,11485,K562
MRPL41,PUF60,MRPL41+ctrl,0.6853228793965456,0.035485983,No,218,11485,K562
MRPL41,SLC9A3R2,MRPL41+ctrl,0.6840739303850165,0.034917295,No,218,11485,K562
MRPL41,CHCHD1,MRPL41+ctrl,0.5566992129542461,0.028742727,No,218,11485,K562
ORC1,ZNF791,ORC1+ctrl,0.0282539186765073,0.7468835,Yes,57,11485,K562
ORC1,RBP1,ORC1+ctrl,0.0009416942994329,0.98635846,Yes,57,11485,K562
ORC1,LRP10,ORC1+ctrl,0.000102844465473,0.5791119,Yes,57,11485,K562
ORC1,RCC2,ORC1+ctrl,0.8784264814664767,-0.003973484,No,57,11485,K562
ORC1,POLR3C,ORC1+ctrl,0.9636224318586069,-0.11996794,No,57,11485,K562
ORC1,TRMT13,ORC1+ctrl,0.3906557202919274,0.49228096,No,57,11485,K562
PNKP,COG5,PNKP+ctrl,0.049002939475262,0.63836694,Yes,58,11485,K562
PNKP,LENG8,PNKP+ctrl,0.0009348769546354,0.96515834,Yes,58,11485,K562
PNKP,RHOD,PNKP+ctrl,0.0010966883344313,1.3586047,Yes,58,11485,K562
PNKP,EIF2AK4,PNKP+ctrl,0.379568934717563,0.13625452,No,58,11485,K562
PNKP,CAMLG,PNKP+ctrl,0.5887818351250111,0.107878566,No,58,11485,K562
PNKP,PWWP2A,PNKP+ctrl,0.7649097552116676,0.022305489,No,58,11485,K562
CNOT1,ZCCHC9,CNOT1+ctrl,0.0070620220130197,0.5026548,Yes,99,11485,K562
CNOT1,CNPPD1,CNOT1+ctrl,0.0077253548560228,0.6259551,Yes,99,11485,K562
CNOT1,RSPH3,CNOT1+ctrl,0.0061395096312442,0.81805515,Yes,99,11485,K562
CNOT1,OCIAD2,CNOT1+ctrl,5.42230281295202e-06,0.39807466,No,99,11485,K562
CNOT1,ZNF518A,CNOT1+ctrl,0.0395033859934935,0.4184761,No,99,11485,K562
CNOT1,CEP57L1,CNOT1+ctrl,0.070979205507472,0.27956104,No,99,11485,K562
HUWE1,CYLD,HUWE1+ctrl,2.605488470806816e-05,0.82757175,Yes,77,11485,K562
HUWE1,NFASC,HUWE1+ctrl,0.0137628785870808,1.5844471,Yes,77,11485,K562
HUWE1,OPTN,HUWE1+ctrl,0.000201522621777,0.5488347,Yes,77,11485,K562
HUWE1,VEZF1,HUWE1+ctrl,0.4198044767735643,0.19856775,No,77,11485,K562
HUWE1,PICK1,HUWE1+ctrl,0.3014316965037157,0.43333483,No,77,11485,K562
HUWE1,FKBP8,HUWE1+ctrl,0.1549290745645832,0.17557278,No,77,11485,K562
HIRA,AC073365.1,HIRA+ctrl,0.0112002481022296,0.74780893,Yes,244,11485,K562
HIRA,SAT1,HIRA+ctrl,7.394147983391443e-05,0.6827377,Yes,244,11485,K562
HIRA,GABARAPL1,HIRA+ctrl,0.017707845972485,0.8364346,Yes,244,11485,K562
HIRA,CCNG1,HIRA+ctrl,0.7617511751886683,-0.04286164,No,244,11485,K562
HIRA,PTPRK,HIRA+ctrl,0.6562990389545316,-0.074254274,No,244,11485,K562
HIRA,PNISR,HIRA+ctrl,0.0760156605926436,0.08624168,No,244,11485,K562
TRA2B,DAPK1,TRA2B+ctrl,0.0050936188910975,1.1390553,Yes,100,11485,K562
TRA2B,KCNQ1OT1,TRA2B+ctrl,0.0216490124802594,0.7436148,Yes,100,11485,K562
TRA2B,PCNX1,TRA2B+ctrl,0.020208916337815,0.5233935,Yes,100,11485,K562
TRA2B,MALAT1,TRA2B+ctrl,0.0030104449395863,0.054396152,No,100,11485,K562
TRA2B,MPC2,TRA2B+ctrl,0.6449215959583583,0.05719243,No,100,11485,K562
TRA2B,MAP3K7,TRA2B+ctrl,0.0558500824260956,0.56264246,No,100,11485,K562
EXOC3,RBP1,EXOC3+ctrl,2.735744634292726e-05,1.2758014,Yes,54,11485,K562
EXOC3,MIR100HG,EXOC3+ctrl,0.0029594903374192,0.58200824,Yes,54,11485,K562
EXOC3,ERRFI1,EXOC3+ctrl,0.0261462592365011,0.73314285,Yes,54,11485,K562
EXOC3,QRICH1,EXOC3+ctrl,0.6638123887011528,0.27185202,No,54,11485,K562
EXOC3,RPS18,EXOC3+ctrl,0.0312311583107326,0.020548224,No,54,11485,K562
EXOC3,OXSM,EXOC3+ctrl,0.9390947645928092,-0.057389498,No,54,11485,K562
HSD17B12,SCD,HSD17B12+ctrl,0.000258834070055,0.5938364,Yes,335,11485,K562
HSD17B12,AGA,HSD17B12+ctrl,0.0250683490100177,0.54192543,Yes,335,11485,K562
HSD17B12,PLA2R1,HSD17B12+ctrl,0.038219098015422,0.57243276,Yes,335,11485,K562
HSD17B12,EIF2AK4,HSD17B12+ctrl,0.9269672048970868,-0.0053379238,No,335,11485,K562
HSD17B12,TMEM161B-AS1,HSD17B12+ctrl,0.975521799512627,0.010882139,No,335,11485,K562
HSD17B12,LAMB1,HSD17B12+ctrl,0.9621247447055372,0.0115151405,No,335,11485,K562
UNC50,GFPT1,UNC50+ctrl,0.0056315500408257,0.8606635,Yes,32,11485,K562
UNC50,AMOTL1,UNC50+ctrl,0.0450919115499176,0.6207695,Yes,32,11485,K562
UNC50,SNRPN,UNC50+ctrl,0.010361120083808,0.57106185,Yes,32,11485,K562
UNC50,PLAT,UNC50+ctrl,0.1499105786579777,0.3086177,No,32,11485,K562
UNC50,CD59,UNC50+ctrl,0.2297306247490927,0.069203496,No,32,11485,K562
UNC50,MANSC1,UNC50+ctrl,0.9465344022437144,-0.13905406,No,32,11485,K562
PSMD9,TIMM29,PSMD9+ctrl,0.0131813613171407,0.95873976,Yes,64,11485,K562
PSMD9,TMEM222,PSMD9+ctrl,0.0068872603617404,0.9098829,Yes,64,11485,K562
PSMD9,LINC02802,PSMD9+ctrl,0.0363206208005314,0.61384785,Yes,64,11485,K562
PSMD9,HS3ST3A1,PSMD9+ctrl,0.8333791936041504,0.18323708,No,64,11485,K562
PSMD9,MRFAP1,PSMD9+ctrl,0.0808327942859582,0.10628456,No,64,11485,K562
PSMD9,PPP2CA,PSMD9+ctrl,0.9778347429153108,-0.003533125,No,64,11485,K562
TUBB2A,TIGAR,TUBB2A+ctrl,0.0002128000737389,0.67947495,Yes,152,11485,K562
TUBB2A,HSD11B1L,TUBB2A+ctrl,0.0454414027956898,0.87063766,Yes,152,11485,K562
TUBB2A,ARMCX6,TUBB2A+ctrl,0.000705090678897,0.5521432,Yes,152,11485,K562
TUBB2A,PRUNE2,TUBB2A+ctrl,0.5639343932559473,0.49842262,No,152,11485,K562
TUBB2A,PTPN9,TUBB2A+ctrl,0.9043024412415068,0.016976357,No,152,11485,K562
TUBB2A,POLR1C,TUBB2A+ctrl,0.7272302783677763,0.08805847,No,152,11485,K562
BOD1L1,NABP1,BOD1L1+ctrl,0.0152387234870204,0.6328764,Yes,97,11485,K562
BOD1L1,CCDC9B,BOD1L1+ctrl,0.0031835937475943,0.5437131,Yes,97,11485,K562
BOD1L1,PMM2,BOD1L1+ctrl,0.0028717177443708,0.7422763,Yes,97,11485,K562
BOD1L1,DCXR,BOD1L1+ctrl,0.1766694051483922,0.17842424,No,97,11485,K562
BOD1L1,NUDT22,BOD1L1+ctrl,0.4531112882602217,0.13973248,No,97,11485,K562
BOD1L1,RRP36,BOD1L1+ctrl,0.7702245628828884,0.04367131,No,97,11485,K562
SLC39A10,BRD3OS,SLC39A10+ctrl,0.0325591048386803,0.7951522,Yes,142,11485,K562
SLC39A10,OFD1,SLC39A10+ctrl,0.0331772461366461,0.51134014,Yes,142,11485,K562
SLC39A10,THBD,SLC39A10+ctrl,0.0239827203368947,0.8007462,Yes,142,11485,K562
SLC39A10,DCAF10,SLC39A10+ctrl,0.3985310955741512,0.2683897,No,142,11485,K562
SLC39A10,PRKRIP1,SLC39A10+ctrl,0.1660841170601724,0.3990209,No,142,11485,K562
SLC39A10,SAR1A,SLC39A10+ctrl,0.8936098933571897,0.017072886,No,142,11485,K562
SRSF7,KDM4B,SRSF7+ctrl,0.0045685164973048,0.6710708,Yes,151,11485,K562
SRSF7,LRIF1,SRSF7+ctrl,0.0167324621487604,0.6857519,Yes,151,11485,K562
SRSF7,TSPYL2,SRSF7+ctrl,0.0089222312826281,1.3005483,Yes,151,11485,K562
SRSF7,ZNF197,SRSF7+ctrl,0.6831367744575434,0.18549466,No,151,11485,K562
SRSF7,ZFAND2B,SRSF7+ctrl,0.6659111924609791,0.1461134,No,151,11485,K562
SRSF7,NOVA1,SRSF7+ctrl,0.0755513093844705,0.45072794,No,151,11485,K562
COPZ1,JRK,COPZ1+ctrl,0.0109114948064543,0.9740269,Yes,145,11485,K562
COPZ1,EBLN3P,COPZ1+ctrl,0.0292718987146321,0.53411853,Yes,145,11485,K562
COPZ1,MOB2,COPZ1+ctrl,0.0147817428296443,0.67237854,Yes,145,11485,K562
COPZ1,LTBP1,COPZ1+ctrl,0.7528270566213556,0.05747962,No,145,11485,K562
COPZ1,NFIA,COPZ1+ctrl,0.53102465982138,0.090741515,No,145,11485,K562
COPZ1,FAM53C,COPZ1+ctrl,0.8779259945060414,0.11435723,No,145,11485,K562
RNF14,NIBAN1,RNF14+ctrl,0.0365158871064041,0.6328938,Yes,184,11485,K562
RNF14,MAP1S,RNF14+ctrl,0.0161945008617364,0.56808543,Yes,184,11485,K562
RNF14,HSD17B11,RNF14+ctrl,0.0385512705198736,0.6437118,Yes,184,11485,K562
RNF14,PAX8-AS1,RNF14+ctrl,0.4982628881180219,0.09882057,No,184,11485,K562
RNF14,MAPK9,RNF14+ctrl,0.3981207473582481,0.14071655,No,184,11485,K562
RNF14,SLC50A1,RNF14+ctrl,0.833401416687223,0.00955534,No,184,11485,K562
EIF3A,SNHG32,EIF3A+ctrl,4.515287117181991e-24,1.3293579,Yes,62,11485,K562
EIF3A,ITGA11,EIF3A+ctrl,0.0058632807252836,1.2472664,Yes,62,11485,K562
EIF3A,IL1B,EIF3A+ctrl,2.8442209587060006e-10,1.8690319,Yes,62,11485,K562
EIF3A,HPF1,EIF3A+ctrl,0.8677187838042892,-0.029749751,No,62,11485,K562
EIF3A,AVEN,EIF3A+ctrl,0.8615004806870156,-0.022518992,No,62,11485,K562
EIF3A,CFAP410,EIF3A+ctrl,0.9470493264528494,-0.08433986,No,62,11485,K562
UBA52,SUGCT,UBA52+ctrl,2.0363871954653658e-06,1.2842644,Yes,156,11485,K562
UBA52,TMEM47,UBA52+ctrl,0.0399873511272735,0.5865798,Yes,156,11485,K562
UBA52,KLF12,UBA52+ctrl,0.0192798832097357,0.59499264,Yes,156,11485,K562
UBA52,DST,UBA52+ctrl,0.0013927870465227,0.1264481,No,156,11485,K562
UBA52,SMIM3,UBA52+ctrl,0.0043071550378028,0.4261675,No,156,11485,K562
UBA52,GADD45A,UBA52+ctrl,0.0231682570430418,0.37038004,No,156,11485,K562
NELFE,PAPPA,NELFE+ctrl,4.1503924556583564e-08,0.94875854,Yes,98,11485,K562
NELFE,YIPF2,NELFE+ctrl,0.0468738113414388,0.5204991,Yes,98,11485,K562
NELFE,PRKAR1B,NELFE+ctrl,0.042577266125067,1.3267558,Yes,98,11485,K562
NELFE,CLIC4,NELFE+ctrl,0.1611836694533228,0.12875354,No,98,11485,K562
NELFE,RETSAT,NELFE+ctrl,0.6430606900552214,0.46615338,No,98,11485,K562
NELFE,RNF126,NELFE+ctrl,0.7903552251469314,-0.04455602,No,98,11485,K562
OSGEP,NUPR1,OSGEP+ctrl,9.49813000896243e-21,1.6313282,Yes,71,11485,K562
OSGEP,PCSK1N,OSGEP+ctrl,0.0465587449043098,0.58252966,Yes,71,11485,K562
OSGEP,NR1D2,OSGEP+ctrl,0.0145456983869148,0.6308211,Yes,71,11485,K562
OSGEP,SKP1,OSGEP+ctrl,0.5366386570237187,-0.019778311,No,71,11485,K562
OSGEP,EVI5,OSGEP+ctrl,0.9012007884068072,-0.0579713,No,71,11485,K562
OSGEP,JAZF1,OSGEP+ctrl,0.8439024683712315,0.21537662,No,71,11485,K562
XRCC1,IMPACT,XRCC1+ctrl,0.0396944995775034,0.62267447,Yes,107,11485,K562
XRCC1,IFT81,XRCC1+ctrl,0.002234657950977,0.57605433,Yes,107,11485,K562
XRCC1,PMEPA1,XRCC1+ctrl,0.0042977246194486,0.61376727,Yes,107,11485,K562
XRCC1,CEP89,XRCC1+ctrl,0.5319042262697702,0.12333691,No,107,11485,K562
XRCC1,C9orf16,XRCC1+ctrl,0.3729491563053835,0.10042386,No,107,11485,K562
XRCC1,EXOC4,XRCC1+ctrl,0.2915722251859064,0.3178091,No,107,11485,K562
WDR4,RGS3,WDR4+ctrl,0.0023164102244876,0.519626,Yes,141,11485,K562
WDR4,TNFRSF10D,WDR4+ctrl,0.0200127716901936,0.5983505,Yes,141,11485,K562
WDR4,KIAA2026,WDR4+ctrl,0.0478732046771097,0.5511749,Yes,141,11485,K562
WDR4,TOLLIP,WDR4+ctrl,0.8585405375565576,-0.05123329,No,141,11485,K562
WDR4,TPCN1,WDR4+ctrl,0.445611926763906,0.30504417,No,141,11485,K562
WDR4,ASCC1,WDR4+ctrl,0.4250354290238655,0.27345395,No,141,11485,K562
ORC3,CDKN1A,ORC3+ctrl,0.0001329901880523,0.8665814,Yes,58,11485,K562
ORC3,SAMD9L,ORC3+ctrl,0.0454820501050838,1.3030553,Yes,58,11485,K562
ORC3,UBTD1,ORC3+ctrl,0.0222707593176449,0.5634086,Yes,58,11485,K562
ORC3,ARL2,ORC3+ctrl,0.9352837293019916,0.04028447,No,58,11485,K562
ORC3,ZNF302,ORC3+ctrl,0.403684224466901,0.45035362,No,58,11485,K562
ORC3,CYB5R4,ORC3+ctrl,0.8906113999153698,-0.30360794,No,58,11485,K562
NDUFB7,APBA2,NDUFB7+ctrl,0.0163214083920656,1.3645196,Yes,106,11485,K562
NDUFB7,MTOR,NDUFB7+ctrl,0.0389541673140807,0.56304026,Yes,106,11485,K562
NDUFB7,USP11,NDUFB7+ctrl,0.0112874492059227,0.6582098,Yes,106,11485,K562
NDUFB7,TRIM56,NDUFB7+ctrl,0.4041982010825407,0.1424439,No,106,11485,K562
NDUFB7,MESD,NDUFB7+ctrl,0.2475243014237825,0.10400084,No,106,11485,K562
NDUFB7,MAP2K7,NDUFB7+ctrl,0.5246989579011784,0.11392069,No,106,11485,K562
HMGB1,TIGAR,HMGB1+ctrl,0.0244343853567795,0.5696571,Yes,133,11485,K562
HMGB1,SUGCT,HMGB1+ctrl,0.0025006941769001,1.1041305,Yes,133,11485,K562
HMGB1,SC5D,HMGB1+ctrl,0.0326126699847628,0.96721387,Yes,133,11485,K562
HMGB1,MOV10,HMGB1+ctrl,0.8218481497205609,-0.13190985,No,133,11485,K562
HMGB1,ANTXR2,HMGB1+ctrl,0.2486106952159844,0.21200168,No,133,11485,K562
HMGB1,MOAP1,HMGB1+ctrl,0.9680478149835452,-0.07311082,No,133,11485,K562
TUBB,FAS,TUBB+ctrl,0.002616930392797,0.5537231,Yes,277,11485,K562
TUBB,THBD,TUBB+ctrl,0.0102012704265991,0.6437566,Yes,277,11485,K562
TUBB,TIGAR,TUBB+ctrl,4.571389144135837e-05,0.58277035,Yes,277,11485,K562
TUBB,VPS8,TUBB+ctrl,0.5430798794039802,0.31395245,No,277,11485,K562
TUBB,AIFM2,TUBB+ctrl,0.8833160066810455,0.030948639,No,277,11485,K562
TUBB,ROGDI,TUBB+ctrl,0.930549068984746,-0.01517725,No,277,11485,K562
SRSF6,KMT2B,SRSF6+ctrl,0.0188471922019598,0.5847204,Yes,175,11485,K562
SRSF6,EPHX4,SRSF6+ctrl,0.0290535879389807,0.755955,Yes,175,11485,K562
SRSF6,ORAI3,SRSF6+ctrl,0.0236352341156193,0.7722881,Yes,175,11485,K562
SRSF6,ARID5A,SRSF6+ctrl,0.5431928528168122,0.3442433,No,175,11485,K562
SRSF6,PGP,SRSF6+ctrl,0.9040128486265911,0.005525708,No,175,11485,K562
SRSF6,TMEM59,SRSF6+ctrl,0.026040718959826,0.1851109,No,175,11485,K562
NAE1,TRIM16L,NAE1+ctrl,0.0006920161173106,1.4579736,Yes,53,11485,K562
NAE1,ELL2,NAE1+ctrl,0.0013198894682463,0.5417733,Yes,53,11485,K562
NAE1,TTC39C,NAE1+ctrl,0.0446535985071966,0.64118755,Yes,53,11485,K562
NAE1,MED6,NAE1+ctrl,0.2615461334017777,0.2199167,No,53,11485,K562
NAE1,F3,NAE1+ctrl,0.001586249750663,0.381404,No,53,11485,K562
NAE1,CCHCR1,NAE1+ctrl,0.188285244171062,0.31887174,No,53,11485,K562
ALDOA,MGLL,ALDOA+ctrl,1.1389817288924329e-06,0.991022,Yes,73,11485,K562
ALDOA,ITM2C,ALDOA+ctrl,5.7494871807588864e-05,1.5926543,Yes,73,11485,K562
ALDOA,ATP6V0E1,ALDOA+ctrl,3.3531203832067596e-16,0.53398883,Yes,73,11485,K562
ALDOA,MECOM,ALDOA+ctrl,0.8191770512927946,-0.16359377,No,73,11485,K562
ALDOA,ORC4,ALDOA+ctrl,0.899263766815111,-0.08614564,No,73,11485,K562
ALDOA,ABHD14A,ALDOA+ctrl,0.8070956137657945,0.05376458,No,73,11485,K562
RBMX2,METTL16,RBMX2+ctrl,0.0369021086167436,0.6819401,Yes,105,11485,K562
RBMX2,AC037198.1,RBMX2+ctrl,1.585519808843289e-07,2.0903342,Yes,105,11485,K562
RBMX2,GPAM,RBMX2+ctrl,0.0419158966829556,0.82613087,Yes,105,11485,K562
RBMX2,EXOSC4,RBMX2+ctrl,0.3139828005807903,0.19333076,No,105,11485,K562
RBMX2,GTF2H5,RBMX2+ctrl,0.790599109094125,-0.021401692,No,105,11485,K562
RBMX2,PTPRF,RBMX2+ctrl,0.7448060885378374,-0.063099384,No,105,11485,K562
RNMT,PIGP,RNMT+ctrl,0.0069889453582111,0.66585433,Yes,71,11485,K562
RNMT,PPP1R13L,RNMT+ctrl,0.0385450369812059,0.7934499,Yes,71,11485,K562
RNMT,RANBP9,RNMT+ctrl,0.0088731514048797,0.7988949,Yes,71,11485,K562
RNMT,SEH1L,RNMT+ctrl,0.2224784452992848,0.34593558,No,71,11485,K562
RNMT,MANF,RNMT+ctrl,0.3103377248728513,0.11593236,No,71,11485,K562
RNMT,POLR2E,RNMT+ctrl,0.0108293428953768,0.23344666,No,71,11485,K562
BRIP1,NFAT5,BRIP1+ctrl,0.0353401921924305,0.50958157,Yes,110,11485,K562
BRIP1,TNFRSF10D,BRIP1+ctrl,0.0346820100893017,0.6091386,Yes,110,11485,K562
BRIP1,FGD4,BRIP1+ctrl,0.0035393655439717,0.5773312,Yes,110,11485,K562
BRIP1,CEPT1,BRIP1+ctrl,0.5809088925619836,0.28887653,No,110,11485,K562
BRIP1,RHOA,BRIP1+ctrl,0.8856109417915269,-0.0027030706,No,110,11485,K562
BRIP1,FAM8A1,BRIP1+ctrl,0.0907978325847668,0.7821331,No,110,11485,K562
EIF2B5,RB1CC1,EIF2B5+ctrl,2.9687221271792616e-15,0.8206328,Yes,116,11485,K562
EIF2B5,SNX2,EIF2B5+ctrl,0.0004169306869633,0.56767863,Yes,116,11485,K562
EIF2B5,WARS,EIF2B5+ctrl,2.226202853675467e-12,1.1790695,Yes,116,11485,K562
EIF2B5,ZNF195,EIF2B5+ctrl,0.6354946688954204,0.32201743,No,116,11485,K562
EIF2B5,RBM19,EIF2B5+ctrl,0.421949942561409,-0.31355333,No,116,11485,K562
EIF2B5,ARID4B,EIF2B5+ctrl,0.621779139295562,0.060018122,No,116,11485,K562
DOHH,AC092683.1,DOHH+ctrl,0.009805216453546,0.9732473,Yes,120,11485,K562
DOHH,ATG101,DOHH+ctrl,0.0002393514148378,0.50611967,Yes,120,11485,K562
DOHH,CYTH2,DOHH+ctrl,1.9077188255392944e-05,0.920632,Yes,120,11485,K562
DOHH,CU638689.4,DOHH+ctrl,0.9149307559973328,0.01879096,No,120,11485,K562
DOHH,SCG5,DOHH+ctrl,0.7906093790027623,-0.03061378,No,120,11485,K562
DOHH,NFATC2IP,DOHH+ctrl,0.1284046854479246,0.3193469,No,120,11485,K562
PLRG1,PPP2CB,PLRG1+ctrl,0.0324022197851099,0.55246246,Yes,60,11485,K562
PLRG1,ZNF593,PLRG1+ctrl,0.0006795072968401,0.5500239,Yes,60,11485,K562
PLRG1,ADM,PLRG1+ctrl,5.546358347048227e-07,1.2695084,Yes,60,11485,K562
PLRG1,DDRGK1,PLRG1+ctrl,0.0095703615936281,0.47393715,No,60,11485,K562
PLRG1,KMT2D,PLRG1+ctrl,0.2162305250492052,0.72696877,No,60,11485,K562
PLRG1,PDE1C,PLRG1+ctrl,0.9007285892118432,-0.043129444,No,60,11485,K562
RPL38,LRP12,RPL38+ctrl,0.0079400238084481,0.8613308,Yes,27,11485,K562
RPL38,TTYH3,RPL38+ctrl,0.0145331376546775,1.1021043,Yes,27,11485,K562
RPL38,ATP6V1D,RPL38+ctrl,0.0083090674993849,0.52743,Yes,27,11485,K562
RPL38,FXR2,RPL38+ctrl,0.8460263742286163,0.013545275,No,27,11485,K562
RPL38,WDR48,RPL38+ctrl,0.7166785477675229,0.33875942,No,27,11485,K562
RPL38,SLC37A4,RPL38+ctrl,0.7125681980305976,-0.29960418,No,27,11485,K562
PPP1R10,AP3D1,PPP1R10+ctrl,0.010970365490916,0.5054849,Yes,28,11485,K562
PPP1R10,SMG1,PPP1R10+ctrl,0.0488713416130424,0.5692199,Yes,28,11485,K562
PPP1R10,CACNG8,PPP1R10+ctrl,0.0015545166242222,0.9383171,Yes,28,11485,K562
PPP1R10,SH3BGRL,PPP1R10+ctrl,0.0697767620017574,0.40809613,No,28,11485,K562
PPP1R10,TUSC3,PPP1R10+ctrl,0.4654774132884884,0.19601458,No,28,11485,K562
PPP1R10,PYROXD1,PPP1R10+ctrl,0.7047903391613706,0.27383852,No,28,11485,K562
MTOR,MXI1,MTOR+ctrl,0.0426950359486839,0.67892706,Yes,102,11485,K562
MTOR,AUXG01000058.1,MTOR+ctrl,0.0317242583226134,0.97530997,Yes,102,11485,K562
MTOR,PTX3,MTOR+ctrl,0.0088008139733648,0.6641871,Yes,102,11485,K562
MTOR,SFXN3,MTOR+ctrl,0.9393289300177908,0.034779787,No,102,11485,K562
MTOR,PISD,MTOR+ctrl,0.9350957582326936,0.010766029,No,102,11485,K562
MTOR,IRGQ,MTOR+ctrl,0.6955865956291495,-0.10294843,No,102,11485,K562
IPO7,SERINC3,IPO7+ctrl,0.0008117320989097,0.6350658,Yes,48,11485,K562
IPO7,BDNF,IPO7+ctrl,5.496667767133623e-05,1.025024,Yes,48,11485,K562
IPO7,RARB,IPO7+ctrl,0.0163037967529988,0.65202916,Yes,48,11485,K562
IPO7,SDR39U1,IPO7+ctrl,0.672707828276842,0.19322777,No,48,11485,K562
IPO7,GPR1,IPO7+ctrl,0.8788744601987246,0.0033557415,No,48,11485,K562
IPO7,AMZ2,IPO7+ctrl,0.5112213853582044,0.23425293,No,48,11485,K562
VPS13D,CDKN2B,VPS13D+ctrl,0.0086724019216879,1.4630594,Yes,97,11485,K562
VPS13D,TIMP3,VPS13D+ctrl,0.0460064632357771,1.1030478,Yes,97,11485,K562
VPS13D,ABCA1,VPS13D+ctrl,0.049533583446609,0.6348624,Yes,97,11485,K562
VPS13D,SPPL2A,VPS13D+ctrl,0.7326366517834413,0.026443243,No,97,11485,K562
VPS13D,ADNP,VPS13D+ctrl,0.9173240972337872,-0.00750196,No,97,11485,K562
VPS13D,PPP1R14B-AS1,VPS13D+ctrl,0.1823824869558127,0.3069638,No,97,11485,K562
UTP11,FRMD6,UTP11+ctrl,0.0023796753494783,0.84245,Yes,15,11485,K562
UTP11,SNRPN,UTP11+ctrl,0.0001142316439808,1.2386054,Yes,15,11485,K562
UTP11,SCP2,UTP11+ctrl,0.0048377297810183,0.7515669,Yes,15,11485,K562
UTP11,TECPR1,UTP11+ctrl,0.8319010384175745,-0.82368207,No,15,11485,K562
UTP11,RABGAP1L,UTP11+ctrl,0.8594394601494595,-0.6145177,No,15,11485,K562
UTP11,GMFB,UTP11+ctrl,0.112834753084654,0.6508126,No,15,11485,K562
TSFM,DHODH,TSFM+ctrl,0.0483444145008173,0.8724704,Yes,101,11485,K562
TSFM,L3HYPDH,TSFM+ctrl,0.0255786103775259,0.61296725,Yes,101,11485,K562
TSFM,METTL22,TSFM+ctrl,0.0413171641630695,0.6521404,Yes,101,11485,K562
TSFM,KTI12,TSFM+ctrl,0.2550309301279347,0.43451858,No,101,11485,K562
TSFM,VPS33A,TSFM+ctrl,0.0889987079349275,0.48142838,No,101,11485,K562
TSFM,SPAG7,TSFM+ctrl,0.7200482642484078,0.06191677,No,101,11485,K562
MLST8,PAPPA,MLST8+ctrl,0.0022328185982112,0.5399305,Yes,94,11485,K562
MLST8,MXI1,MLST8+ctrl,0.0308815003083639,0.7618345,Yes,94,11485,K562
MLST8,FHOD3,MLST8+ctrl,0.0057897381906569,0.7149787,Yes,94,11485,K562
MLST8,CNN2,MLST8+ctrl,0.6770298436615305,0.02386257,No,94,11485,K562
MLST8,WIPI2,MLST8+ctrl,0.7338256838404569,-0.064730704,No,94,11485,K562
MLST8,ZNF749,MLST8+ctrl,0.7611563623955113,0.02872467,No,94,11485,K562
DAXX,CRIM1-DT,DAXX+ctrl,0.0230335943930211,0.7572658,Yes,123,11485,K562
DAXX,PLA2G12A,DAXX+ctrl,0.0009640642480542,0.51312995,Yes,123,11485,K562
DAXX,TSPAN14,DAXX+ctrl,0.0003870783897638,0.5005417,Yes,123,11485,K562
DAXX,ZC3H12C,DAXX+ctrl,0.439013312182868,0.33262634,No,123,11485,K562
DAXX,KIAA0753,DAXX+ctrl,0.827808574746525,-0.18659306,No,123,11485,K562
DAXX,SCYL2,DAXX+ctrl,0.1823074694549695,0.30513978,No,123,11485,K562
MCM3AP,MEGF6,MCM3AP+ctrl,0.0287859011125262,0.84888124,Yes,72,11485,K562
MCM3AP,PLAAT4,MCM3AP+ctrl,0.0484928343112763,1.3048086,Yes,72,11485,K562
MCM3AP,CTBS,MCM3AP+ctrl,0.0052045093270765,0.8698747,Yes,72,11485,K562
MCM3AP,MRPS7,MCM3AP+ctrl,0.510751011672134,0.119174615,No,72,11485,K562
MCM3AP,FXR2,MCM3AP+ctrl,0.9817378382472628,-0.069731236,No,72,11485,K562
MCM3AP,SLC35A2,MCM3AP+ctrl,0.9373852306373444,-0.08871293,No,72,11485,K562
MANF,RCC1,MANF+ctrl,0.0125123853518178,0.55621386,Yes,178,11485,K562
MANF,CDK5RAP3,MANF+ctrl,0.0139579789617328,0.5177673,Yes,178,11485,K562
MANF,TMEM161B-AS1,MANF+ctrl,0.0409988350483077,0.5143113,Yes,178,11485,K562
MANF,MAPK9,MANF+ctrl,0.079941778812452,0.3025843,No,178,11485,K562
