source_a,source_b,target,condition,significance,log2fc,level,n_cells_condition,n_cells_control,cell_line
DUSP9,KLF1,P2RX3,DUSP9+KLF1,0.9967089743578008,-12.991124,No,320,7353,K562
SAMD1,UBASH3B,HEMGN,SAMD1+UBASH3B,4.515481172236542e-05,1.0867192,Yes,209,7353,K562
SAMD1,UBASH3B,SERPINF1,SAMD1+UBASH3B,7.057818081952994e-10,0.8520762,Yes,209,7353,K562
SAMD1,UBASH3B,MEF2C,SAMD1+UBASH3B,3.0494183947896146e-11,-0.59081936,Yes,209,7353,K562
SAMD1,UBASH3B,ABLIM3,SAMD1+UBASH3B,1.0,0.0,No,209,7353,K562
SAMD1,UBASH3B,PGLYRP2,SAMD1+UBASH3B,1.0,0.0,No,209,7353,K562
SAMD1,UBASH3B,PEBP4,SAMD1+UBASH3B,0.9406651794031023,1.2126837,No,209,7353,K562
FEV,ISL2,PECAM1,FEV+ISL2,0.01893870225177,7.0944576,Yes,272,7353,K562
FEV,ISL2,FILIP1L,FEV+ISL2,3.0917299340841986e-05,2.8773453,Yes,272,7353,K562
FEV,ISL2,GYPE,FEV+ISL2,2.0443850860927202e-16,0.86413443,Yes,272,7353,K562
FEV,ISL2,GPR39,FEV+ISL2,1.0,0.0,No,272,7353,K562
FEV,ISL2,PLB1,FEV+ISL2,0.9480808699997544,2.7645059,No,272,7353,K562
FEV,ISL2,HAP1,FEV+ISL2,0.8643750740373246,-1.1621566,No,272,7353,K562
CLDN6,KLF1,TACC1,KLF1+CLDN6,0.0227642314215862,0.5194802,Yes,215,7353,K562
CLDN6,KLF1,CDK1,KLF1+CLDN6,1.16711601930129e-06,-0.68887234,Yes,215,7353,K562
CLDN6,KLF1,CNN2,KLF1+CLDN6,1.7058526713037565e-08,-0.77217567,Yes,215,7353,K562
CLDN6,KLF1,MOGAT2,KLF1+CLDN6,0.9972837637283054,-13.232756,No,215,7353,K562
CLDN6,KLF1,LINC00304,KLF1+CLDN6,0.98913536969689,-14.746689,No,215,7353,K562
CLDN6,KLF1,AC026188.1,KLF1+CLDN6,0.9972837637283054,-13.010181,No,215,7353,K562
CBFA2T3,POU3F2,SKAP2,POU3F2+CBFA2T3,4.0561011626887935e-08,0.97278357,Yes,202,7353,K562
CBFA2T3,POU3F2,MYLIP,POU3F2+CBFA2T3,1.9330272351476816e-05,0.6590575,Yes,202,7353,K562
CBFA2T3,POU3F2,PPIC,POU3F2+CBFA2T3,4.295009440439133e-06,0.6647583,Yes,202,7353,K562
CBFA2T3,POU3F2,HCLS1,POU3F2+CBFA2T3,0.9027431728454168,-18.270351,No,202,7353,K562
CBFA2T3,POU3F2,ZFP36L1,POU3F2+CBFA2T3,0.5519676842745099,0.2531563,No,202,7353,K562
CBFA2T3,POU3F2,FTH1,POU3F2+CBFA2T3,7.67945836771681e-13,0.057312727,No,202,7353,K562
FOXA1,HOXB9,ITGAM,FOXA1+HOXB9,0.0054960978105754,3.8875804,Yes,266,7353,K562
FOXA1,HOXB9,VAT1,FOXA1+HOXB9,0.0029152325953581,0.6495172,Yes,266,7353,K562
FOXA1,HOXB9,MYO1F,FOXA1+HOXB9,7.479089258759301e-07,2.1315346,Yes,266,7353,K562
FOXA1,HOXB9,MBP,FOXA1+HOXB9,0.969895691329007,-16.433228,No,266,7353,K562
FOXA1,HOXB9,RP11-158M2.4,FOXA1+HOXB9,1.0,0.0,No,266,7353,K562
FOXA1,HOXB9,LINC00461,FOXA1+HOXB9,1.0,0.0,No,266,7353,K562
SAMD1,TGFBR2,PRSS57,SAMD1+TGFBR2,3.19540562485698e-13,-1.7975172,Yes,59,7353,K562
SAMD1,TGFBR2,UCP2,SAMD1+TGFBR2,0.0106989732472018,0.5827024,Yes,59,7353,K562
SAMD1,TGFBR2,FAM210B,SAMD1+TGFBR2,3.875414901010989e-05,0.91895366,Yes,59,7353,K562
SAMD1,TGFBR2,STEAP3-AS1,SAMD1+TGFBR2,0.998562204312785,-13.131266,No,59,7353,K562
SAMD1,TGFBR2,MYL12A,SAMD1+TGFBR2,0.7851666415833529,0.0026106983,No,59,7353,K562
SAMD1,TGFBR2,PLEK,SAMD1+TGFBR2,0.956887106763088,-18.006067,No,59,7353,K562
CEBPE,SPI1,RAC2,CEBPE+SPI1,0.000198152217985,0.85250443,Yes,175,7353,K562
CEBPE,SPI1,ORAI3,CEBPE+SPI1,1.529451658029338e-12,2.3413355,Yes,175,7353,K562
CEBPE,SPI1,CCDC189,CEBPE+SPI1,0.0326346281349572,2.0691414,Yes,175,7353,K562
CEBPE,SPI1,TRIM74,CEBPE+SPI1,1.0,0.0,No,175,7353,K562
CEBPE,SPI1,MCC,CEBPE+SPI1,0.945985627345246,-17.566761,No,175,7353,K562
CEBPE,SPI1,CYSLTR2,CEBPE+SPI1,0.8970479934138071,19.48146,No,175,7353,K562
CBL,TGFBR2,CBL,CBL+TGFBR2,9.893262934846356e-08,1.1892138,Yes,156,7353,K562
CBL,TGFBR2,IFITM2,CBL+TGFBR2,6.963740776869535e-10,-0.67182195,Yes,156,7353,K562
CBL,TGFBR2,FAM83A,CBL+TGFBR2,2.6936726976909673e-10,0.6948093,Yes,156,7353,K562
CBL,TGFBR2,MYADM,CBL+TGFBR2,0.5870060891939353,-0.49597025,No,156,7353,K562
CBL,TGFBR2,ABL2,CBL+TGFBR2,0.7533666108890535,0.091679096,No,156,7353,K562
CBL,TGFBR2,RHOXF1-AS1,CBL+TGFBR2,0.9939101691557004,0.20390034,No,156,7353,K562
SGK1,TBX2,PHGDH,SGK1+TBX2,0.0457442283778372,-0.59968734,Yes,287,7353,K562
SGK1,TBX2,ANXA2R,SGK1+TBX2,0.004640135743529,1.2265794,Yes,287,7353,K562
SGK1,TBX2,PRRG4,SGK1+TBX2,0.0477970733493029,6.4188476,Yes,287,7353,K562
SGK1,TBX2,CD101,SGK1+TBX2,0.9500574919227516,-16.961082,No,287,7353,K562
SGK1,TBX2,MT2A,SGK1+TBX2,2.4722540174888353e-08,-0.42154977,No,287,7353,K562
SGK1,TBX2,CYTH4,SGK1+TBX2,0.8993495132458088,1.5817366,No,287,7353,K562
FOXA1,FOXL2,ICAM4,FOXA1+FOXL2,0.0004699033763139,1.1226882,Yes,179,7353,K562
FOXA1,FOXL2,RP6-159A1.4,FOXA1+FOXL2,0.002493803661166,-0.600204,Yes,179,7353,K562
FOXA1,FOXL2,PLEKHH2,FOXA1+FOXL2,0.0042804309022103,1.7076352,Yes,179,7353,K562
FOXA1,FOXL2,IFIT2,FOXA1+FOXL2,0.9652302594395644,-16.898903,No,179,7353,K562
FOXA1,FOXL2,PLXNA4,FOXA1+FOXL2,0.9925470900008636,-14.462066,No,179,7353,K562
FOXA1,FOXL2,LGALS9,FOXA1+FOXL2,0.7314624861927752,-1.5322857,No,179,7353,K562
ETS2,MAP7D1,C10orf11,ETS2+MAP7D1,9.670961801826996e-06,0.898916,Yes,265,7353,K562
ETS2,MAP7D1,HIST1H2BJ,ETS2+MAP7D1,4.708406287706908e-12,-0.58502024,Yes,265,7353,K562
ETS2,MAP7D1,ARHGDIB,ETS2+MAP7D1,1.2177095321399977e-44,2.3732834,Yes,265,7353,K562
ETS2,MAP7D1,SLC52A1,ETS2+MAP7D1,0.993988702205368,-13.529695,No,265,7353,K562
ETS2,MAP7D1,DMD,ETS2+MAP7D1,0.9969943297765403,-13.844028,No,265,7353,K562
ETS2,MAP7D1,DOK3,ETS2+MAP7D1,0.3098137007653065,0.6212528,No,265,7353,K562
FOXF1,FOXL2,OAZ2,FOXF1+FOXL2,5.100929566675625e-07,0.52957714,Yes,173,7353,K562
FOXF1,FOXL2,HBA1,FOXF1+FOXL2,4.0313245361639163e-07,-1.2664528,Yes,173,7353,K562
FOXF1,FOXL2,CDCA8,FOXF1+FOXL2,1.112162456943726e-05,-0.6985886,Yes,173,7353,K562
FOXF1,FOXL2,RP11-521D12.1,FOXF1+FOXL2,0.9975566829778628,-13.23859,No,173,7353,K562
FOXF1,FOXL2,RP11-383C6.2,FOXF1+FOXL2,1.0,0.0,No,173,7353,K562
FOXF1,FOXL2,AC017002.4,FOXF1+FOXL2,1.0,0.0,No,173,7353,K562
ETS2,PRTG,RABGAP1L,ETS2+PRTG,0.0063275326651445,0.84083724,Yes,354,7353,K562
ETS2,PRTG,MDK,ETS2+PRTG,1.6499706286829857e-42,-0.90223455,Yes,354,7353,K562
ETS2,PRTG,ALAS2,ETS2+PRTG,8.324312450784418e-119,2.7365787,Yes,354,7353,K562
ETS2,PRTG,CD24,ETS2+PRTG,0.9069588401875436,-17.858042,No,354,7353,K562
ETS2,PRTG,RP11-461M2.2,ETS2+PRTG,1.0,0.0,No,354,7353,K562
ETS2,PRTG,JMJD1C-AS1,ETS2+PRTG,0.3945880462004002,0.9396043,No,354,7353,K562
AHR,FEV,ITM2B,AHR+FEV,8.825613693826072e-24,0.6374068,Yes,264,7353,K562
AHR,FEV,SP6,AHR+FEV,0.0001808087226962,4.6302767,Yes,264,7353,K562
AHR,FEV,HBE1,AHR+FEV,2.034883597219134e-20,5.520198,Yes,264,7353,K562
AHR,FEV,QPCT,AHR+FEV,1.0,0.0,No,264,7353,K562
AHR,FEV,EVC,AHR+FEV,1.0,0.0,No,264,7353,K562
AHR,FEV,ATP9A,AHR+FEV,0.9165901789210152,18.219015,No,264,7353,K562
KLF1,TGFBR2,CD3G,KLF1+TGFBR2,0.0017122979689528,7.7810297,Yes,263,7353,K562
KLF1,TGFBR2,GABARAPL1,KLF1+TGFBR2,9.592037116116474e-05,0.9204445,Yes,263,7353,K562
KLF1,TGFBR2,FEV,KLF1+TGFBR2,0.0002649491932463,-0.9294882,Yes,263,7353,K562
KLF1,TGFBR2,AC061992.2,KLF1+TGFBR2,0.9910160695727118,-14.427199,No,263,7353,K562
KLF1,TGFBR2,CSRP3,KLF1+TGFBR2,1.0,0.0,No,263,7353,K562
KLF1,TGFBR2,GBP3,KLF1+TGFBR2,0.9910160695727118,-15.128358,No,263,7353,K562
CBFA2T3,FEV,WDR43,FEV+CBFA2T3,4.4321808026969646e-27,-1.2590749,Yes,153,7353,K562
CBFA2T3,FEV,GAD1,FEV+CBFA2T3,0.0017620694644019,0.9590683,Yes,153,7353,K562
CBFA2T3,FEV,PNRC1,FEV+CBFA2T3,0.0314667992717917,1.3384943,Yes,153,7353,K562
CBFA2T3,FEV,HLA-DRA,FEV+CBFA2T3,0.9976991923566289,-12.923551,No,153,7353,K562
CBFA2T3,FEV,RP11-215P8.3,FEV+CBFA2T3,0.9672114012467234,1.277112,No,153,7353,K562
CBFA2T3,FEV,HAS1,FEV+CBFA2T3,0.7991857645794591,4.930727,No,153,7353,K562
ETS2,IKZF3,CNTRL,ETS2+IKZF3,0.0101799880905109,0.6363461,Yes,388,7353,K562
ETS2,IKZF3,CRYAB,ETS2+IKZF3,3.585184354881391e-05,-1.1743884,Yes,388,7353,K562
ETS2,IKZF3,CYBA,ETS2+IKZF3,1.0270349266464936e-71,0.5908112,Yes,388,7353,K562
ETS2,IKZF3,CLNK,ETS2+IKZF3,0.8778120466974685,-18.270823,No,388,7353,K562
ETS2,IKZF3,RLN3,ETS2+IKZF3,1.0,0.0,No,388,7353,K562
ETS2,IKZF3,RP11-63P12.7,ETS2+IKZF3,0.9854203248580898,-0.3721552,No,388,7353,K562
CEBPB,LYL1,GAL,LYL1+CEBPB,1.5151977520527717e-13,-0.54138744,Yes,159,7353,K562
CEBPB,LYL1,CTD-2012K14.6,LYL1+CEBPB,0.0036191792517951,2.4857874,Yes,159,7353,K562
CEBPB,LYL1,MS4A3,LYL1+CEBPB,0.0072254121737663,1.2434847,Yes,159,7353,K562
CEBPB,LYL1,RP11-212I21.4,LYL1+CEBPB,0.8932524867565718,0.84294033,No,159,7353,K562
CEBPB,LYL1,APOC4,LYL1+CEBPB,1.0,0.0,No,159,7353,K562
CEBPB,LYL1,RP11-34P13.8,LYL1+CEBPB,1.0,0.0,No,159,7353,K562
PTPN12,ZBTB25,AC007246.3,PTPN12+ZBTB25,1.442911589670625e-06,-0.91194534,Yes,257,7353,K562
PTPN12,ZBTB25,TPP1,PTPN12+ZBTB25,0.0067351421269447,0.6290437,Yes,257,7353,K562
PTPN12,ZBTB25,CD53,PTPN12+ZBTB25,2.019332034699552e-06,-0.7993429,Yes,257,7353,K562
PTPN12,ZBTB25,ACSL1,PTPN12+ZBTB25,0.7138904937769108,-0.36068773,No,257,7353,K562
PTPN12,ZBTB25,GSN-AS1,PTPN12+ZBTB25,0.9940770220829264,-14.069403,No,257,7353,K562
PTPN12,ZBTB25,FAM166B,PTPN12+ZBTB25,0.9418698277214864,2.006874,No,257,7353,K562
DUSP9,SNAI1,CBFA2T3,DUSP9+SNAI1,5.6514146499642056e-05,-0.75505245,Yes,168,7353,K562
DUSP9,SNAI1,HSPA8,DUSP9+SNAI1,5.912165362658492e-15,-0.5294558,Yes,168,7353,K562
DUSP9,SNAI1,TAC3,DUSP9+SNAI1,0.011086412122685,0.9155942,Yes,168,7353,K562
DUSP9,SNAI1,CLEC6A,DUSP9+SNAI1,0.9044749972395196,3.4276981,No,168,7353,K562
DUSP9,SNAI1,RP11-460I13.2,DUSP9+SNAI1,1.0,0.0,No,168,7353,K562
DUSP9,SNAI1,STC1,DUSP9+SNAI1,0.9951829213244766,-15.16624,No,168,7353,K562
RHOXF2BB,ZBTB25,PTK2B,RHOXF2BB+ZBTB25,0.0193411305692963,1.5791655,Yes,205,7353,K562
RHOXF2BB,ZBTB25,TSC22D1,RHOXF2BB+ZBTB25,0.0102515686795837,0.52345514,Yes,205,7353,K562
RHOXF2BB,ZBTB25,MRC2,RHOXF2BB+ZBTB25,0.0078967068543124,1.4023213,Yes,205,7353,K562
RHOXF2BB,ZBTB25,CLIP2,RHOXF2BB+ZBTB25,0.7240375744477401,0.9401498,No,205,7353,K562
RHOXF2BB,ZBTB25,RP13-977J11.2,RHOXF2BB+ZBTB25,0.965507777377793,-16.702202,No,205,7353,K562
RHOXF2BB,ZBTB25,ODF3,RHOXF2BB+ZBTB25,1.0,0.0,No,205,7353,K562
FOSB,IKZF3,RASGRP4,FOSB+IKZF3,0.0494764981540388,1.2174761,Yes,204,7353,K562
FOSB,IKZF3,RIT1,FOSB+IKZF3,0.0243706669217862,1.2803061,Yes,204,7353,K562
FOSB,IKZF3,AXL,FOSB+IKZF3,0.0227725152371877,1.3138008,Yes,204,7353,K562
FOSB,IKZF3,RP5-1042K10.13,FOSB+IKZF3,1.0,0.0,No,204,7353,K562
FOSB,IKZF3,MAGEA2,FOSB+IKZF3,0.9735271717777316,-16.50598,No,204,7353,K562
FOSB,IKZF3,RP3-395M20.12,FOSB+IKZF3,0.8977711337026386,-0.86282015,No,204,7353,K562
PRTG,TGFBR2,MYB,TGFBR2+PRTG,7.667444193773463e-12,-1.1584617,Yes,208,7353,K562
PRTG,TGFBR2,GATA2,TGFBR2+PRTG,5.327748619226242e-05,-0.77868974,Yes,208,7353,K562
PRTG,TGFBR2,LMO2,TGFBR2+PRTG,6.579640538104922e-07,-0.5114313,Yes,208,7353,K562
PRTG,TGFBR2,PLAT,TGFBR2+PRTG,0.92689356745405,2.6352491,No,208,7353,K562
PRTG,TGFBR2,GSG1,TGFBR2+PRTG,0.9919814529673016,-14.901786,No,208,7353,K562
PRTG,TGFBR2,SMIM3,TGFBR2+PRTG,0.6889430046887874,-1.0083284,No,208,7353,K562
RHOXF2BB,SET,CTSS,RHOXF2BB+SET,0.0002321087578968,-1.0009682,Yes,267,7353,K562
RHOXF2BB,SET,GABPB1-AS1,RHOXF2BB+SET,1.8568572909399026e-15,0.7978444,Yes,267,7353,K562
RHOXF2BB,SET,SYP,RHOXF2BB+SET,6.623118702912034e-08,1.7073492,Yes,267,7353,K562
RHOXF2BB,SET,RP11-350J20.12,RHOXF2BB+SET,1.0,0.0,No,267,7353,K562
RHOXF2BB,SET,ST3GAL6,RHOXF2BB+SET,0.9939668529215328,-14.594296,No,267,7353,K562
RHOXF2BB,SET,PGA5,RHOXF2BB+SET,0.7353937626768823,-2.1117644,No,267,7353,K562
FOSB,PTPN12,ANKRD10,FOSB+PTPN12,1.1793485094583945e-08,0.6227762,Yes,291,7353,K562
FOSB,PTPN12,CCR10,FOSB+PTPN12,0.0101450094678745,0.6349721,Yes,291,7353,K562
FOSB,PTPN12,PIM1,FOSB+PTPN12,2.3211430524796503e-09,-0.9468932,Yes,291,7353,K562
FOSB,PTPN12,RP1-187B23.1,FOSB+PTPN12,0.9779925807328964,-16.219969,No,291,7353,K562
FOSB,PTPN12,RP1-23E21.2,FOSB+PTPN12,0.996855692356888,-12.993695,No,291,7353,K562
FOSB,PTPN12,RNF130,FOSB+PTPN12,0.3114907659503299,-0.109705806,No,291,7353,K562
PTPN12,SAMD1,MAPRE3,SAMD1+PTPN12,3.0866114882952644e-05,2.0277255,Yes,292,7353,K562
PTPN12,SAMD1,HES4,SAMD1+PTPN12,0.0009301957913247,-0.5354328,Yes,292,7353,K562
PTPN12,SAMD1,CD93,SAMD1+PTPN12,6.093913070677623e-06,2.4053285,Yes,292,7353,K562
PTPN12,SAMD1,CTD-2507G9.1,SAMD1+PTPN12,0.9968505004043656,-13.11007,No,292,7353,K562
PTPN12,SAMD1,SCN11A,SAMD1+PTPN12,0.9842534834342188,-15.454898,No,292,7353,K562
PTPN12,SAMD1,CENPE,SAMD1+PTPN12,0.0011647448599817,-0.28370154,No,292,7353,K562
FOSB,OSR2,PRSS57,FOSB+OSR2,4.4642326760158336e-80,0.9608241,Yes,324,7353,K562
FOSB,OSR2,LACTB,FOSB+OSR2,0.0035528138279031,1.2832422,Yes,324,7353,K562
FOSB,OSR2,CIB3,FOSB+OSR2,0.0001732668659349,8.8737955,Yes,324,7353,K562
FOSB,OSR2,STIL,FOSB+OSR2,0.2690710573666723,-0.28560352,No,324,7353,K562
FOSB,OSR2,RP11-195M16.3,FOSB+OSR2,0.993378721306566,-13.752272,No,324,7353,K562
FOSB,OSR2,RP11-88I18.2,FOSB+OSR2,0.9520037250991618,-0.14315414,No,324,7353,K562
FOXL2,HOXB9,TRIM38,FOXL2+HOXB9,0.0121236197270766,1.4106576,Yes,87,7353,K562
FOXL2,HOXB9,NPC2,FOXL2+HOXB9,8.774093729589097e-06,1.2772459,Yes,87,7353,K562
FOXL2,HOXB9,CACYBP,FOXL2+HOXB9,2.479034484325569e-12,-0.6774616,Yes,87,7353,K562
FOXL2,HOXB9,IL27,FOXL2+HOXB9,1.0,0.0,No,87,7353,K562
FOXL2,HOXB9,SLC44A4,FOXL2+HOXB9,0.9494966634917038,-18.251871,No,87,7353,K562
FOXL2,HOXB9,LINC00500,FOXL2+HOXB9,1.0,0.0,No,87,7353,K562
ELMSAN1,ZBTB10,GRN,ZBTB10+ELMSAN1,0.0025676316458052,0.6278933,Yes,161,7353,K562
ELMSAN1,ZBTB10,ANXA2R,ZBTB10+ELMSAN1,0.0053177507745699,1.2734146,Yes,161,7353,K562
ELMSAN1,ZBTB10,FBXL20,ZBTB10+ELMSAN1,0.0263530864753513,0.89198315,Yes,161,7353,K562
ELMSAN1,ZBTB10,ASPHD1,ZBTB10+ELMSAN1,0.9781568956631548,-0.26196146,No,161,7353,K562
ELMSAN1,ZBTB10,RP11-220C2.1,ZBTB10+ELMSAN1,1.0,0.0,No,161,7353,K562
ELMSAN1,ZBTB10,TSSK4,ZBTB10+ELMSAN1,1.0,0.0,No,161,7353,K562
CEBPB,JUN,MT-ND6,JUN+CEBPB,1.333087266279693e-07,-0.6297257,Yes,52,7353,K562
CEBPB,JUN,ZNF431,JUN+CEBPB,0.0019419462738782,0.9405103,Yes,52,7353,K562
CEBPB,JUN,HN1,JUN+CEBPB,1.245244887120223e-05,-0.65803915,Yes,52,7353,K562
CEBPB,JUN,RP11-231D20.2,JUN+CEBPB,0.9905470773624648,-16.261211,No,52,7353,K562
CEBPB,JUN,ANXA2R,JUN+CEBPB,0.1419409607994746,1.381295,No,52,7353,K562
CEBPB,JUN,GYPC,JUN+CEBPB,1.86699686550858e-05,-0.437888,No,52,7353,K562
BPGM,ZBTB1,FAM234A,BPGM+ZBTB1,0.0022262070724612,0.6831018,Yes,283,7353,K562
BPGM,ZBTB1,SUSD3,BPGM+ZBTB1,0.0006941520997898,-1.2607985,Yes,283,7353,K562
BPGM,ZBTB1,HBA2,BPGM+ZBTB1,1.1817860005821222e-34,3.524546,Yes,283,7353,K562
BPGM,ZBTB1,AC004156.3,BPGM+ZBTB1,0.9875908306799164,-15.350058,No,283,7353,K562
BPGM,ZBTB1,DKFZp779M0652,BPGM+ZBTB1,0.9937952277278536,-13.989775,No,283,7353,K562
BPGM,ZBTB1,ANKRD22,BPGM+ZBTB1,1.0,0.0,No,283,7353,K562
SNAI1,ZBTB10,CLCN3,ZBTB10+SNAI1,0.001178357392054,0.96040493,Yes,85,7353,K562
SNAI1,ZBTB10,PTH2,ZBTB10+SNAI1,0.000359870693771,5.1473365,Yes,85,7353,K562
SNAI1,ZBTB10,RP11-887P2.5,ZBTB10+SNAI1,0.0014474955689047,5.1474094,Yes,85,7353,K562
SNAI1,ZBTB10,ANKRD22,ZBTB10+SNAI1,1.0,0.0,No,85,7353,K562
SNAI1,ZBTB10,HLA-DOA,ZBTB10+SNAI1,1.0,0.0,No,85,7353,K562
SNAI1,ZBTB10,SUCNR1,ZBTB10+SNAI1,1.0,0.0,No,85,7353,K562
CEBPB,CEBPE,GAD1,CEBPE+CEBPB,1.0387601534240461e-07,-1.446464,Yes,111,7353,K562
CEBPB,CEBPE,RELN,CEBPE+CEBPB,9.273144009282144e-06,-1.579276,Yes,111,7353,K562
CEBPB,CEBPE,DUSP22,CEBPE+CEBPB,3.9368105098627765e-05,1.7298214,Yes,111,7353,K562
CEBPB,CEBPE,VNN2,CEBPE+CEBPB,0.2206481984812595,4.901582,No,111,7353,K562
CEBPB,CEBPE,SV2B,CEBPE+CEBPB,1.0,0.0,No,111,7353,K562
CEBPB,CEBPE,CAPZA1,CEBPE+CEBPB,0.0028963752393262,0.25176585,No,111,7353,K562
CBFA2T3,PRDM1,SQLE,PRDM1+CBFA2T3,1.0135541827981224e-07,0.5365116,Yes,109,7353,K562
CBFA2T3,PRDM1,NUDC,PRDM1+CBFA2T3,1.2604836342821402e-08,-0.6051868,Yes,109,7353,K562
CBFA2T3,PRDM1,MPZL1,PRDM1+CBFA2T3,5.964056997217252e-07,-0.7999425,Yes,109,7353,K562
CBFA2T3,PRDM1,RP11-353K11.1,PRDM1+CBFA2T3,0.9766307877487752,-16.769724,No,109,7353,K562
CBFA2T3,PRDM1,FARP1-AS1,PRDM1+CBFA2T3,0.9961045897346668,-14.360968,No,109,7353,K562
CBFA2T3,PRDM1,RP11-96K19.2,PRDM1+CBFA2T3,0.9902616774420672,-15.214068,No,109,7353,K562
FOXA3,FOXF1,CDKN1C,FOXA3+FOXF1,0.0042185747402675,1.0135173,Yes,146,7353,K562
FOXA3,FOXF1,GAL,FOXA3+FOXF1,8.301894425489468e-29,-1.1393745,Yes,146,7353,K562
FOXA3,FOXF1,SAT1,FOXA3+FOXF1,0.0025368857652756,1.056108,Yes,146,7353,K562
FOXA3,FOXF1,TMEM59,FOXA3+FOXF1,0.105259065459018,0.17495647,No,146,7353,K562
FOXA3,FOXF1,TNFSF10,FOXA3+FOXF1,0.5467388421846604,-0.76223135,No,146,7353,K562
FOXA3,FOXF1,RP11-404E16.1,FOXA3+FOXF1,0.8915556798126203,5.4652457,No,146,7353,K562
C19orf26,TGFBR2,EMP3,TGFBR2+C19orf26,7.791251730134929e-17,-0.5436729,Yes,274,7353,K562
C19orf26,TGFBR2,LMO2,TGFBR2+C19orf26,2.5861284247908603e-10,-0.5482572,Yes,274,7353,K562
C19orf26,TGFBR2,CCPG1,TGFBR2+C19orf26,0.0176488863468552,-0.64773154,Yes,274,7353,K562
C19orf26,TGFBR2,RP11-445F12.1,TGFBR2+C19orf26,0.3268863885839393,-0.3361206,No,274,7353,K562
C19orf26,TGFBR2,TP53INP1,TGFBR2+C19orf26,0.6813359515049141,1.3322811,No,274,7353,K562
C19orf26,TGFBR2,TBX3,TGFBR2+C19orf26,0.993891084785636,-14.41805,No,274,7353,K562
FOXA3,FOXL2,SPC24,FOXA3+FOXL2,2.0297404943777355e-05,-1.0717584,Yes,113,7353,K562
FOXA3,FOXL2,DPYSL2,FOXA3+FOXL2,6.235927179626142e-05,1.4243095,Yes,113,7353,K562
FOXA3,FOXL2,MACF1,FOXA3+FOXL2,2.534317468038523e-05,0.65555394,Yes,113,7353,K562
FOXA3,FOXL2,PRSS35,FOXA3+FOXL2,1.0,0.0,No,113,7353,K562
FOXA3,FOXL2,CLDN4,FOXA3+FOXL2,0.9940522626160117,-14.381966,No,113,7353,K562
FOXA3,FOXL2,FMO1,FOXA3+FOXL2,1.0,0.0,No,113,7353,K562
CDKN1B,CDKN1C,NTS,CDKN1C+CDKN1B,0.0405154467859716,1.7861133,Yes,79,7353,K562
CDKN1B,CDKN1C,UCP2,CDKN1C+CDKN1B,7.75733757242309e-05,0.5643997,Yes,79,7353,K562
CDKN1B,CDKN1C,MYB,CDKN1C+CDKN1B,9.035305846134062e-05,-1.0151056,Yes,79,7353,K562
CDKN1B,CDKN1C,FBLN2,CDKN1C+CDKN1B,0.9840801176352858,-0.1648655,No,79,7353,K562
CDKN1B,CDKN1C,WNT6,CDKN1C+CDKN1B,1.0,0.0,No,79,7353,K562
CDKN1B,CDKN1C,SOST,CDKN1C+CDKN1B,0.9983385029625936,-13.155316,No,79,7353,K562
CEBPA,ZC3HAV1,GTSE1,ZC3HAV1+CEBPA,0.0017659253965138,-0.7992959,Yes,124,7353,K562
CEBPA,ZC3HAV1,SEPP1,ZC3HAV1+CEBPA,5.204502641700717e-07,-0.6009581,Yes,124,7353,K562
CEBPA,ZC3HAV1,TKFC,ZC3HAV1+CEBPA,0.0002974422810985,-1.1054595,Yes,124,7353,K562
CEBPA,ZC3HAV1,PTH2R,ZC3HAV1+CEBPA,0.2141842522200641,2.9323173,No,124,7353,K562
CEBPA,ZC3HAV1,NKG7,ZC3HAV1+CEBPA,0.1417763577082979,1.3418576,No,124,7353,K562
CEBPA,ZC3HAV1,MT-ND2,ZC3HAV1+CEBPA,3.5607913339248294e-22,-0.1464076,No,124,7353,K562
CDKN1A,CDKN1C,CDC20,CDKN1C+CDKN1A,0.0018751271465852,-0.9385431,Yes,80,7353,K562
CDKN1A,CDKN1C,DCAF13,CDKN1C+CDKN1A,0.0065011916604233,-0.86857474,Yes,80,7353,K562
CDKN1A,CDKN1C,C17orf99,CDKN1C+CDKN1A,8.765226642029307e-08,4.774436,Yes,80,7353,K562
CDKN1A,CDKN1C,U47924.27,CDKN1C+CDKN1A,1.0,0.0,No,80,7353,K562
CDKN1A,CDKN1C,UBE2E2-AS1,CDKN1C+CDKN1A,1.0,0.0,No,80,7353,K562
CDKN1A,CDKN1C,PERM1,CDKN1C+CDKN1A,1.0,0.0,No,80,7353,K562
DLX2,ZBTB10,HOXB-AS1,ZBTB10+DLX2,0.0094561589761178,1.6236588,Yes,74,7353,K562
DLX2,ZBTB10,VIM,ZBTB10+DLX2,8.29794450800203e-16,0.81850576,Yes,74,7353,K562
DLX2,ZBTB10,BMP2K,ZBTB10+DLX2,5.521694735349243e-06,0.9218117,Yes,74,7353,K562
DLX2,ZBTB10,BFSP2-AS1,ZBTB10+DLX2,0.9887401671805996,-15.713595,No,74,7353,K562
DLX2,ZBTB10,DGKG,ZBTB10+DLX2,1.0,0.0,No,74,7353,K562
DLX2,ZBTB10,C10orf53,ZBTB10+DLX2,1.0,0.0,No,74,7353,K562
FOXA1,FOXF1,LMO2,FOXA1+FOXF1,1.2217749907669667e-09,-0.5905964,Yes,237,7353,K562
